Index,Task ID,Filename,Title,Priority,Status,Issue Number
180,IMP-MULTIAGENT-PHASE-ORDERING-GUARD-001,task-imp-multiagent-phase-ordering-guard-001.md,マルチエージェントPhase依存順序ガード - タスク指示書,-,-,855
181,IMP-PERMISSION-AI-DESCRIPTION-001,task-imp-permission-ai-description-001.md,未タスク指示書: PermissionDialog AI生成動的説明文,-,-,600
182,IMP-PERMISSION-AUTO-RECOMMEND,task-imp-permission-auto-recommend.md,権限履歴に基づく自動推奨ロジック - タスク指示書,-,-,633
183,IMP-PERMISSION-CUSTOMIZE-001,task-imp-permission-customize-001.md,未タスク指示書: PermissionDialog 説明文カスタマイズ設定,-,-,601
184,IMP-PERMISSION-DARK-MODE-001,task-imp-permission-dark-mode-001.md,未タスク指示書: PermissionDialog ダークモード対応,-,-,583
185,IMP-PERMISSION-I18N-001,task-imp-permission-i18n-001.md,未タスク指示書: PermissionDialog 説明文多言語対応,-,-,603
186,IMP-PERMISSION-LOG-EXPORT,task-imp-permission-log-export.md,外部ログサービス連携・Main Processログ出力 - タスク指示書,-,-,634
187,IMP-PERMISSION-MULTI-REQUEST-QUEUE-001,task-imp-permission-multi-request-queue-001.md,Permission要求キュー管理 - タスク指示書,-,-,604
188,IMP-PERMISSION-SETTINGS-SEARCH-001,task-imp-permission-settings-search-001.md,PermissionSettings検索・フィルタ機能 - タスク指示書,-,-,605
189,IMP-PHASE-TEMPLATES-TEST-ONLY-GUIDANCE-0,task-imp-phase-templates-test-only-guidance-001.md,phase-templates.md テスト専用タスク Phase 12 判定ガイダンス追加 - タスク指示書,-,-,1078
190,UT-IMP-PHASE11-CURRENT-BUILD-PREFLIGHT-B,task-imp-phase11-current-build-preflight-bundle-001.md,Phase 11 current build capture preflight バンドル化 - タスク指示書,中,未実施,1167
191,IMP-PHASE11-HARNESS-LIFECYCLE-001,task-imp-phase11-harness-lifecycle-001.md,UT-IMP-PHASE11-HARNESS-LIFECYCLE-001: Phase 11 harness ファイルの,-,-,1130
192,IMP-PHASE11-HARNESS-LIFECYCLE-002,task-imp-phase11-harness-lifecycle-002.md,UT-IMP-PHASE11-HARNESS-LIFECYCLE-001 - Phase 11 harness ファイル,-,-,1116
193,IMP-PHASE11-SCREENSHOT-AUTOMATION-001,task-imp-phase11-screenshot-automation-001.md,Phase 11 スクリーンショット自動取得基盤 - タスク指示書,-,-,1068
194,IMP-PHASE11-SCREENSHOT-COVERAGE-MATRIX-G,task-imp-phase11-screenshot-coverage-matrix-guard-001.md,UT-IMP-PHASE11-SCREENSHOT-COVERAGE-MATRIX-GUARD-001: Phase 1,-,-,1143
195,IMP-PHASE12-AUTO-VERIFICATION,task-imp-phase12-auto-verification.md,Phase 12チェックリスト自動検証スクリプト - タスク指示書,-,-,785
196,IMP-PHASE12-CAPTURE-SCRIPT-NAVIGATION-ST,task-imp-phase12-capture-script-navigation-stability-guard-001.md,UT-IMP-PHASE12-CAPTURE-SCRIPT-NAVIGATION-STABILITY-GUARD-001,-,-,971
197,IMP-PHASE12-COMPLETED-REFERENCE-SYNC-GUA,task-imp-phase12-completed-task-reference-sync-guard-001.md,UT-IMP-PHASE12-COMPLETED-TASK-REFERENCE-SYNC-GUARD-001: Phas,-,-,916
198,IMP-PHASE12-EVIDENCE-VALUE-SYNC-GUARD-00,task-imp-phase12-evidence-value-sync-guard-001.md,UT-IMP-PHASE12-EVIDENCE-VALUE-SYNC-GUARD-001: Phase 12 証跡値（実,-,-,936
199,IMP-PHASE12-EXACT-COUNT-CROSS-DOCUMENT-V,task-imp-phase12-exact-count-cross-document-validator-001.md,UT-IMP-PHASE12-EXACT-COUNT-CROSS-DOCUMENT-VALIDATOR-001: Pha,-,-,1198
200,IMP-PHASE12-IMPLEMENTATION-GUIDE-QUALITY,task-imp-phase12-implementation-guide-quality-gate-001.md,UT-IMP-PHASE12-IMPLEMENTATION-GUIDE-QUALITY-GATE-001: Phase ,-,-,977
201,IMP-PHASE12-RELATED-UT-EXACT-COUNT-RESYN,task-imp-phase12-related-ut-exact-count-resync-guard-001.md,UT-IMP-PHASE12-RELATED-UT-EXACT-COUNT-RESYNC-GUARD-001: Phas,-,-,1182
202,IMP-PHASE12-SCREENSHOT-PORT-CONFLICT-GUA,task-imp-phase12-screenshot-port-conflict-guard-001.md,UT-IMP-PHASE12-SCREENSHOT-PORT-CONFLICT-GUARD-001: Phase 12 ,-,-,1142
203,IMP-PHASE12-SPEC-SYNC-SUBAGENT-GUARD-001,task-imp-phase12-spec-sync-subagent-guard-001.md,UT-IMP-PHASE12-SPEC-SYNC-SUBAGENT-GUARD-001: Phase 12 仕様書別Su,-,-,915
204,IMP-PHASE12-SPEC-VERSION-CONSISTENCY-GUA,task-imp-phase12-spec-version-consistency-guard-001.md,UT-IMP-PHASE12-SPEC-VERSION-CONSISTENCY-GUARD-001: Phase 12 ,-,-,920
205,IMP-PHASE12-INVESTIGATE-FIVE-MINUTE-CARD,task-imp-phase12-task-investigate-five-minute-card-sync-validator-001.md,UT-IMP-PHASE12-TASK-INVESTIGATE-FIVE-MINUTE-CARD-SYNC-VALIDA,-,-,1013
206,IMP-PHASE12-UNASSIGNED-BASELINE-REMEDIAT,task-imp-phase12-unassigned-baseline-remediation-002.md,UT-IMP-PHASE12-UNASSIGNED-BASELINE-REMEDIATION-002: Phase 12,-,-,926
207,IMP-PHASE12-WORKFLOW11-COMPLIANCE-FIX-00,task-imp-phase12-workflow11-compliance-fix-001.md,UT-IMP-PHASE12-WORKFLOW11-COMPLIANCE-FIX-001 - Workflow11 Ph,-,-,1050
208,IMP-PHASE4-MONOREPO-TEST-DIRECTORY-GUARD,task-imp-phase4-monorepo-test-directory-guard-001.md,Phase 4 テスト仕様テンプレートのモノレポ実行ディレクトリガード - タスク指示書,-,-,1106
209,IMP-PRELOAD-RESPONSE-SHAPE-VALIDATOR-001,task-imp-preload-response-shape-validator-001.md,UT-09-002: Preload response shape 共通バリデータ導入 - タスク指示書,-,-,1037
210,IMP-QUICK-VALIDATE-BOM-UTF8-001,task-imp-quick-validate-bom-utf8-001.md,UT-IMP-QUICK-VALIDATE-BOM-UTF8-001: quick_validate.js BOM付きU,-,-,914
211,IMP-SAFEON-EVENT-TIMEOUT-001,task-imp-safeon-event-timeout-001.md,UT-IMP-SAFEON-EVENT-TIMEOUT-001 safeOn イベントリスナーのライフサイクル管理とタイ,-,-,1125
212,IMP-SDK-INTEGRATION-TEST-ACTIVATION-001,task-imp-sdk-integration-test-activation-001.md,Agent SDK統合テスト有効化 - タスク指示書,-,-,644
213,IMP-SETTINGS-APIKEY-E2E-INTEGRATION-001,task-imp-settings-apikey-e2e-integration-001.md,ApiKeysSection E2E統合テスト追加 - タスク指示書,-,-,1046
214,IMP-SETTINGS-APIKEY-NONNULL-ASSERTION-00,task-imp-settings-apikey-nonnull-assertion-001.md,ApiKeysSection non-null assertion (!) 除去 - タスク指示書,-,-,1042
215,IMP-SETTINGS-E2E-PLAYWRIGHT-INTRODUCTION,task-imp-settings-e2e-playwright-introduction-001.md,SettingsView Playwright E2E テスト導入 - タスク指示書,-,-,1079
216,IMP-SETTINGS-ENSURE-ARRAY-UTILITY-001,task-imp-settings-ensure-array-utility-001.md,ensureArray 共通ヘルパー導入 - タスク指示書,-,-,1043
217,IMP-SETTINGS-ERROR-BOUNDARY-GUARD-001,task-imp-settings-error-boundary-guard-001.md,Settings画面 ErrorBoundary 導入 - タスク指示書,-,-,1045
218,IMP-SETTINGS-HARNESS-SELECTOR-SYNC-GUARD,task-imp-settings-harness-selector-sync-guard-001.md,SettingsView テストハーネス セレクタ同期ガード - タスク指示書,-,-,1080
219,IMP-SETTINGS-INTEGRATION-EXPANSION-INT11,task-imp-settings-integration-expansion-int11-13-001.md,SettingsView 統合テスト拡充（INT-11~INT-13） - タスク指示書,-,-,1081
220,IMP-SETTINGS-RENDERER-ITERABLE-GUARD-ROL,task-imp-settings-renderer-iterable-guard-rollout-001.md,UT-09-001: Renderer 全体への iterable ガード横展開 - タスク指示書,-,-,1036
221,IMP-SKILL-CENTER-HOTFIX-COVERAGE-INCLUDE,task-imp-skill-center-hotfix-coverage-include-guard-001.md,UT-IMP-SKILL-CENTER-HOTFIX-COVERAGE-INCLUDE-GUARD-001 - タスク指,-,-,974
222,IMP-SKILL-IPC-DOCUMENTATION-CONTRACT-SYN,task-imp-skill-ipc-documentation-contract-sync-guard-001.md,UT-IMP-SKILL-IPC-DOCUMENTATION-CONTRACT-SYNC-GUARD-001: skil,-,-,926
223,IMP-SKILL-IPC-RESPONSE-CONTRACT-GUARD-00,task-imp-skill-ipc-response-contract-guard-001.md,UT-IMP-SKILL-IPC-RESPONSE-CONTRACT-GUARD-001: skill IPCレスポンス,-,-,899
224,IMP-SKILL-QUICK-VALIDATE-WARNING-BASELIN,task-imp-skill-quick-validate-warning-baseline-control-001.md,UT-IMP-SKILL-QUICK-VALIDATE-WARNING-BASELINE-CONTROL-001: qu,-,-,1145
225,IMP-SKILL-STREAM-TYPE-PRELOAD-COMPLETION,task-imp-skill-stream-type-preload-completion-001.md,SkillStreamMessage型定義統一・Preload APIコールバック実装 - タスク指示書,-,-,639
226,IMP-SKILLSELECTOR-ANIMATION,task-imp-skillselector-animation.md,SkillSelector アニメーション実装 - タスク指示書,-,-,578
227,IMP-SKILLSELECTOR-I18N,task-imp-skillselector-i18n.md,SkillSelector i18n対応 - タスク指示書,-,-,577
228,IMP-SKILLSELECTOR-ONIMPORTREQUEST-IMPROV,task-imp-skillselector-onimportrequest-improvements.md,SkillSelector onImportRequest prop 追加 - タスク指示書,-,-,599
229,IMP-SKILLSELECTOR-SEARCH-FILTER,task-imp-skillselector-search-filter.md,SkillSelector 検索/フィルター機能 - タスク指示書,-,-,579
230,IMP-SPEC-CREATED-UI-WORKFLOW-ROOT-SYNC-G,task-imp-spec-created-ui-workflow-root-sync-guard-001.md,UT-IMP-SPEC-CREATED-UI-WORKFLOW-ROOT-SYNC-GUARD-001: spec_cr,-,-,1170
231,IMP-SPEC-ONLY-PHASE-WORKFLOW-OPTIMIZATIO,task-imp-spec-only-phase-workflow-optimization-001.md,設計タスク向け Phase ワークフロー最適化 - タスク指示書,-,-,1211
232,IMP-STORE-HOOKS-REMAINING-MIGRATION,task-imp-store-hooks-remaining-migration.md,残コンポーネントの個別セレクタHook移行 - タスク指示書,-,-,1014
233,IMP-STORE-INTEGRATION-TEST-HELPER-001,task-imp-store-integration-test-helper-001.md,Store 統合テストヘルパー共通化 - タスク指示書,-,-,1135
234,IMP-STORE-INTEGRATION-TEST-ROLLOUT-001,task-imp-store-integration-test-rollout-001.md,Store統合テストパターン全コンポーネント展開 - タスク指示書,-,-,1060
235,IMP-SPEC-SKILL-MD-LINE-BUDGET-001,task-imp-task-spec-skill-md-line-budget-001.md,UT-IMP-TASK-SPEC-SKILL-MD-LINE-BUDGET-001: task-specificatio,-,-,1144
236,IMP-TESTING-COMPONENT-PATTERNS-HARNESS-A,task-imp-testing-component-patterns-harness-addition-001.md,testing-component-patterns.md への統合テストハーネスパターン追加 - タスク指示書,-,-,1082
237,IMP-TOOL-ICON-RESOLVER,task-imp-tool-icon-resolver.md,ツールアイコンの動的解決メカニズム - タスク指示書,-,-,635
238,IMP-TOPIC-MAP-AUTO-REGENERATION-001,task-imp-topic-map-auto-regeneration-001.md,topic-map.md 自動再生成フック - タスク指示書,-,-,655
239,IMP-UNASSIGNED-FORMAT-NORMALIZATION-001,task-imp-unassigned-task-format-normalization-001.md,未タスク指示書フォーマット正規化（91件） - タスク指示書,-,-,871
240,IMP-UNASSIGNED-LEGACY-NORMALIZATION-001,task-imp-unassigned-task-legacy-normalization-001.md,legacy 未タスク仕様書正規化ガード - タスク指示書,-,-,1009
241,IMP-USEFILECONTEXT-WORKSPACE-TYPE-001,task-imp-usefilecontext-workspace-type-001.md,useFileContext Workspace型プロパティ追加 - タスク指示書,-,-,670
242,IMP-V8-FUNCTION-COVERAGE-EXEMPTION-GUARD,task-imp-v8-function-coverage-exemption-guard-001.md,v8 Function Coverage P41 exemption の自動検出・管理ガード - タスク指示書,-,-,1136
243,IMP-VITEST-ALIAS-SYNC-AUTOMATION-001,task-imp-vitest-alias-sync-automation-001.md,Vitest alias 設定と shared export 整合の自動検証,-,-,836
244,IMP-VITEST-E2E-CONFIG-001,task-imp-vitest-e2e-config-001.md,未タスク指示書: Vitest+Playwright E2Eテスト型設定追加,-,-,671
245,IMP-VITEST-MOCK-RESET-UTILITY-001,task-imp-vitest-mock-reset-utility-001.md,Vitest モック 2段階リセットユーティリティ共通化,-,-,806
246,IMP-WORKSPACE-CHAT-EDIT-MONACO-INTEGRATI,task-imp-workspace-chat-edit-monaco-integration-001.md,Workspace Chat-Edit Monaco Editor統合 - タスク指示書,-,-,652
247,IMP-WORKTREE-SHARED-BUILD-PROTOCOL-001,task-imp-worktree-shared-build-protocol-001.md,Worktree環境 @repo/shared ビルドプロトコル標準化 - タスク指示書,-,-,1061
248,IPC-DATA-FLOW-NULLABLE-CONSISTENCY-001,task-ipc-data-flow-nullable-consistency-001.md,UT-IPC-DATA-FLOW-NULLABLE-CONSISTENCY-001: SkillUsageSummary,-,-,899
249,IPC-ERROR-SANITIZE-REFACTORING,task-ipc-error-sanitize-refactoring.md,IPCエラーサニタイズ共通ユーティリティ化 - タスク指示書,-,-,830
250,IPC-SHARED-CHANNELS-REFACTORING,task-ipc-shared-channels-refactoring.md,packages/shared/ipc/channels.ts 整理 - タスク指示書,-,-,709
251,IPC-SKILL-ERROR-RESPONSE-UNIFICATION,task-ipc-skill-error-response-unification.md,skillHandlers IPCバリデーションエラー応答パターン統一 - タスク指示書,-,(executionId: s,843
252,IPC-SKILL-VALIDATION-P42-STANDARDIZATION,task-ipc-skill-validation-p42-standardization.md,skillHandlers P42準拠バリデーション横展開 - タスク指示書,-,-,844
253,IPC-TEST-MOCK-UTILS-IMPROVEMENTS,task-ipc-test-mock-utils-improvements.md,IPCテスト handlerMap モックユーティリティ共通化 - タスク指示書,-,-,831
254,IPC-VALIDATION-STANDARDIZE-IMPROVEMENTS,task-ipc-validation-standardize-improvements.md,IPC入力バリデーション標準化 - タスク指示書,-,-,829
255,KANAGAWA-THEME-DEFAULT,task-kanagawa-theme-default.md,Kanagawa配色テーマのデフォルト設定 - タスク指示書,-,-,339
256,KEYWORD-SEARCH-INTEGRATION-TEST-ENVIRONM,task-keyword-search-integration-test-environment.md,キーワード検索戦略 統合テスト環境構築 - タスク指示書,-,-,340
257,LLM-CONFIG-FILE-EXTERNALIZATION,task-llm-config-file-externalization.md,LLM設定のファイル外部化 - タスク指示書,-,-,462
258,LLM-ERROR-MESSAGE-I18N,task-llm-error-message-i18n.md,LLMエラーメッセージの国際化 - タスク指示書,-,-,464
259,LLM-NON-STREAMING-TEST,task-llm-non-streaming-test.md,LLM非ストリーミングチャットテスト追加 - タスク指示書,-,-,472
260,LLM-STREAMING-RESPONSE,task-llm-streaming-response.md,LLMストリーミングレスポンス実装 - タスク指示書,-,-,465
261,LOCALE-TIMEZONE-SELECTION,task-locale-timezone-selection.md,タイムゾーン・言語選択機能 - タスク指示書,-,-,341
262,MARKDOWN-SYNTAX-HIGHLIGHT,task-markdown-syntax-highlight.md,Markdown シンタックスハイライト実装 - タスク完了レポート,-,-,443
263,NER-LLM-INTEGRATION-TEST,task-ner-llm-integration-test.md,NER LLM実環境統合テスト - タスク指示書,-,-,405
264,NER-RULEBASED-JAPANESE-PATTERNS,task-ner-rulebased-japanese-patterns.md,NER RuleBasedExtractor 日本語パターン拡張 - タスク指示書,-,-,407
265,NFR001-VIRTUAL-SCROLL,task-nfr001-virtual-scroll.md,仮想スクロール対応 - タスク指示書,-,-,342
266,NFR018-FILE-WATCHER,task-nfr018-file-watcher.md,ファイル監視(自動リロード)機能 - タスク指示書,-,-,343
267,OFFLINE-REFRESH,task-offline-refresh.md,オフライン時リフレッシュ失敗処理,-,-,721
268,PERF-CLAUDE-CLI-CONCURRENT-LOAD,task-perf-claude-cli-concurrent-load.md,10セッション同時実行の負荷テスト,-,-,344
269,PERF-CLAUDE-CLI-LARGE-OUTPUT,task-perf-claude-cli-large-output.md,大量出力時のパフォーマンス確認,-,-,345
270,PERMISSION-DIALOG-ANIMATION,task-permission-dialog-animation.md,Permission Dialog アニメーション追加 - タスク指示書,-,-,518
271,PERMISSION-DIALOG-THEME-CUSTOMIZATION,task-permission-dialog-theme-customization.md,Permission Dialog テーマカスタマイズ - タスク指示書,-,-,517
272,PERMISSION-EXPIRATION-IMPROVEMENTS,task-permission-expiration-improvements.md,Time-based Permission Expiration - タスク指示書,-,-,524
273,PERMISSION-GRANULARITY-IMPROVEMENTS,task-permission-granularity-improvements.md,Per-argument Permission Granularity - タスク指示書,-,-,525
274,PERMISSION-LEVELS-IMPROVEMENTS,task-permission-levels-improvements.md,Permission Levels (Read/Write/Execute) - タスク指示書,-,-,526
275,PERMISSION-PERSISTENCE-UI-IMPROVEMENTS,task-permission-persistence-ui-improvements.md,Permission 永続化UI改善 - タスク指示書,-,-,582
276,PERSIST-FIELD-VALIDATION-GUARD,task-persist-field-validation-guard.md,UT-PERSIST-VALIDATION-002: Zustand Persist 全フィールド iterable ガ,-,-,1071
277,PERSIST-MIGRATION-VERSIONING,task-persist-migration-versioning.md,UT-PERSIST-MIGRATION-001: Zustand Persist バージョニングとマイグレーション機構,-,-,1072
278,PHASE12-AUTOMATION-ENHANCEMENT,task-phase12-automation-enhancement.md,Phase 12自動化スクリプト拡充 - タスク指示書,-,-,409
279,PHASE12-DOC-VALIDATION-TOOL,task-phase12-doc-validation-tool.md,Phase 12 ドキュメント更新自動検証ツール - タスク指示書,-,-,700
280,PHASE12-OUTPUT-VALIDATION,task-phase12-output-validation.md,Phase 12出力要件検証スクリプト作成 - タスク指示書,-,-,519
281,PLAINTEXT-CONVERTER,task-plaintext-converter.md,PlainTextConverter実装 - タスク指示書,-,-,611
282,PORTAL-DEFENSIVE-PROGRAMMING,task-portal-defensive-programming.md,Portal 実装 - 防御的プログラミング強化 - タスク指示書,-,-,346
283,PORTAL-HIGH-CONTRAST-MODE,task-portal-high-contrast-mode.md,Portal メニュー - 高コントラストモード対応 - タスク指示書,-,-,281
284,PORTAL-MENU-HOOK-EXTRACTION,task-portal-menu-hook-extraction.md,usePortalMenuカスタムHook抽出 - タスク指示書,-,-,711
285,PORTAL-POSITION-UTILS-EXTRACTION,task-portal-position-utils-extraction.md,Portal位置計算ユーティリティ抽出 - タスク指示書,-,-,712
286,PORTAL-VIEWPORT-BOUNDARY-DETECTION,task-portal-viewport-boundary-detection.md,Portal メニュー - Viewport境界判定実装 - タスク指示書,-,-,348
287,PROFILE-EXPORT-ENHANCEMENT,task-profile-export-enhancement.md,プロフィールエクスポート機能拡張 - タスク指示書,-,-,349
288,PROTOCOL-URL-PARSING-UTILITY,task-protocol-url-parsing-utility.md,カスタムプロトコルURLパース標準ユーティリティ - タスク指示書,-,-,733
289,QUERY-CLASSIFIER-REFACTORING,task-query-classifier-refactoring.md,クエリ分類器リファクタリング - タスク指示書,-,-,350
290,RAG-CONVERTER-LARGEFILE-PERFORMANCE,task-rag-converter-largefile-performance.md,RAG変換システム 大容量ファイルパフォーマンス検証 - タスク指示書,-,-,597
291,RAG-CORE-FUNCTIONALITY,task-rag-core-functionality.md,RAGコア機能（ローカルナレッジ統合） - タスク指示書,-,-,351
292,RAG-DATA-INTEGRATION,task-rag-data-integration.md,ワークスペースRAGデータ統合機能 - タスク指示書,-,-,352
293,RAG-MODULE-INTEGRATION,task-rag-module-integration.md,RAGモジュール統合タスク,-,-,433
294,RAG-OBSERVABILITY-IMPROVEMENTS,task-rag-observability-improvements.md,RAG可観測性改善 - タスク指示書,-,-,353
295,RAG-TYPES-IMPROVEMENTS,task-rag-types-improvements.md,RAG型定義改善 - タスク指示書,-,-,354
296,REF-ACT-WARNING-ELIMINATION-001,task-ref-act-warning-elimination-001.md,task-ref-act-warning-elimination-001,-,-,590
297,REF-CLAUDE-CLI-COVERAGE,task-ref-claude-cli-coverage.md,ClaudeCliManagerカバレッジ改善,-,-,355
298,REF-CLAUDE-CLI-JSDOC,task-ref-claude-cli-jsdoc.md,JSDoc/TSDoc補完,-,-,356
299,REF-PERMISSION-ARGS-FORMATTING-001,task-ref-permission-args-formatting-001.md,PermissionDialog引数フォーマット改善 - タスク指示書,-,-,607
300,REF-PERMISSION-CONSOLIDATION-001,task-ref-permission-consolidation-001.md,未タスク指示書: PermissionDialog 既存コンポーネント統合検討,-,-,587
301,REF-PERMISSION-DEFAULT-COLLAPSED-001,task-ref-permission-default-collapsed-001.md,未タスク指示書: PermissionDialog 詳細展開デフォルト状態変更,-,-,608
302,REF-QUALITY-REQUIREMENTS-SPLIT-001,task-ref-quality-requirements-split-001.md,quality-requirements.md仕様書分割 - タスク指示書,-,-,665
303,REF-SKILLEXECUTOR-ERROR-CODE-ENUM-001,task-ref-skillexecutor-error-code-enum-001.md,SkillExecutor エラーコード Enum 正式化 - タスク指示書,-,-,654
304,REF-STORE-HOOKS-DEPRECATE-COMPOSITE,task-ref-store-hooks-deprecate-composite.md,合成Store Hookの非推奨化・段階的削除 - タスク指示書,-,-,784
305,REF-VITEST-ASYNC-ERROR-PATTERN-001,task-ref-vitest-async-error-pattern-001.md,Vitest 非同期エラーハンドリングパターンの標準化・共通ユーティリティ化,-,-,838
306,REF-VITEST-MODULE-MOCK-AUDIT-001,task-ref-vitest-module-mock-audit-001.md,Vitest モジュールレベルモック監査・使い分けガイドライン策定,-,-,807
307,REFACTOR-SHARED-SOURCE-STRUCTURE-CONSOLI,task-refactor-shared-source-structure-consolidation.md,@repo/shared ソース構造二重性の統一（types/ と src/types/ の整理）,-,-,847
308,REFACTOR-SKILL-IMPORT-DIALOG-DEDUP,task-refactor-skill-import-dialog-dedup.md,UT-REFACTOR-SKILL-IMPORT-DIALOG-DEDUP-001 - SkillImportDialo,-,-,868
309,REFRESH-NOTIFICATION,task-refresh-notification.md,セッションリフレッシュ通知UI,-,-,722
310,RENDERER-BUILD-FIX,task-renderer-build-fix.md,Rendererビルド問題修正 - タスク指示書,-,-,357
311,RERANKER-UI-SELECTION,task-reranker-ui-selection.md,Reranker選択UI追加 - タスク指示書,-,-,358
312,RERANKING-CACHE-PERFORMANCE,task-reranking-cache-performance.md,Reranking結果キャッシュ機構 - タスク指示書,-,-,359
313,RERANKING-RETRY-RESILIENCE,task-reranking-retry-resilience.md,Reranking APIリトライ機構 - タスク指示書,-,-,360
314,RETRY-HISTORY-PERSISTENCE,task-retry-history-persistence.md,リトライ履歴永続化 - タスク指示書,-,-,612
315,RETRY-SETTINGS-UI,task-retry-settings-ui.md,リトライ設定UI - タスク指示書,-,-,613
316,RETRY-TYPES-SHARED-MIGRATION,task-retry-types-shared-migration.md,リトライ型定義のshared package移行 - タスク指示書,-,-,614
317,SEARCH-MULTIFILE-REPLACE,task-search-multifile-replace.md,マルチファイル一括置換機能 - タスク指示書,-,-,701
318,SEARCH-PANEL-FILE-NAVIGATION,task-search-panel-file-navigation.md,タスク仕様書: 検索結果ファイル間ナビゲーション,-,-,437
319,SEARCH-PANEL-HISTORY,task-search-panel-history.md,タスク仕様書: 検索パネル検索履歴機能,-,-,436
320,SEARCH-PANEL-REGEX-ERROR-UI,task-search-panel-regex-error-ui.md,タスク仕様書: 検索パネル正規表現エラーUI改善,-,-,435
321,SEARCH-PANEL-RENDERING-BUG,task-search-panel-rendering-bug.md,検索パネル レンダリング不具合修正 - タスク指示書,-,-,362
322,SEARCH-PANEL-UI-IMPROVEMENT,task-search-panel-ui-improvement.md,検索パネル UI/UX 改善タスク,-,-,572
323,SEARCH-REPLACE-PERFORMANCE-IMPROVEMENTS,task-search-replace-performance-improvements.md,検索・置換機能 パフォーマンス改善 - タスク指示書,-,-,363
324,SEARCH-REPLACE-SECURITY-IMPROVEMENTS,task-search-replace-security-improvements.md,検索・置換機能 セキュリティ改善 - タスク指示書,-,-,364
325,SEARCH-REPLACE-TRANSACTION-IMPROVEMENTS,task-search-replace-transaction-improvements.md,検索・置換機能 トランザクション改善 - タスク指示書,-,-,365
326,SEARCH-REPLACE-UTILITY-IMPROVEMENTS,task-search-replace-utility-improvements.md,検索・置換機能 ユーティリティ改善 - タスク指示書,-,-,367
327,SEARCH-SCOPE-FOLDER,task-search-scope-folder.md,検索スコープ指定機能 - タスク指示書,-,-,702
328,SEC-AUTHORIZATION-FAILURE-MONITORING,task-sec-authorization-failure-monitoring.md,認可失敗監視・アラート機能 - タスク指示書,-,-,389
329,SEC-AUTHORIZATION-PATTERN-GUIDE,task-sec-authorization-pattern-guide.md,認可パターン拡張ガイドライン作成 - タスク指示書,-,-,390
330,SEC-CLAUDE-CLI-DEPS-UPDATE,task-sec-claude-cli-deps-update.md,dev依存関係の脆弱性更新,-,-,368
331,SEC-IPC-AUTHORIZATION-VALIDATION,task-sec-ipc-authorization-validation.md,IPC層認可バリデーション強化 - タスク指示書,-,-,391
332,SEC-IPC-LIFECYCLE-AUDIT-001,task-sec-ipc-lifecycle-audit-001.md,Electron ライフサイクルイベント IPC リスナー管理監査 - タスク指示書,-,-,822
333,SECURITY-LOGGING,task-security-logging.md,セキュリティログ機能実装 - タスク指示書,-,-,369
334,SESSION-PERSISTENCE,task-session-persistence.md,セッション永続化・前回画面復元 - タスク指示書,-,-,370
335,SHARED-COMMUNITY-TYPES-EXPORT-03,task-shared-community-types-export-03.md,Community型エクスポート追加（Part 3: 検証） - タスク指示書,-,-,373
336,SHARED-COVERAGE-IMPROVEMENT,task-shared-coverage-improvement.md,sharedパッケージカバレッジ向上タスク,-,-,374
337,SKILL-EXECUTION-LOGIC,task-skill-execution-logic.md,実際のスキル実行ロジック実装 - タスク指示書,-,-,411
338,SKILL-EXECUTION-STREAMING,task-skill-execution-streaming.md,スキル実行進捗ストリーミング通知 - タスク指示書,-,-,412
339,SKILL-GETDETAIL-NAMING-DRIFT,task-skill-getdetail-naming-drift.md,skill:get-detail引数名ドリフト修正 - タスク指示書（再評価クローズ）,-,-,861
340,SKILL-IMPORT-E2E-TESTING,task-skill-import-e2e-testing.md,スキルインポートE2Eテスト - タスク指示書,-,-,416
341,SKILL-IMPORT-STORE-PERSISTENCE-ISSUE,task-skill-import-store-persistence-issue.md,スキルインポート ストア永続化問題調査 - タスク指示書,-,-,418
342,SKILL-INTEGRATION-E2E-MANUAL-TESTING,task-skill-integration-e2e-manual-testing.md,SkillSlice統合手動テスト - タスク指示書,-,-,545
343,SKILL-IPC-ARG-FORM-UNIFICATION,task-skill-ipc-arg-form-unification.md,skill:ハンドラIPC引数形式統一（オブジェクト型 vs 直接引数型） - タスク指示書,-,-,891
344,SKILL-STREAM-SEARCH-FILTER,task-skill-stream-search-filter.md,SkillStreamDisplay メッセージ検索/フィルタリング - タスク指示書,-,-,532
345,SKILL-UI-MANUAL-TESTING,task-skill-ui-manual-testing.md,UI層手動テスト確認 - タスク指示書,-,-,420
346,SKILLEXECUTOR-PERFORMANCE-TESTING,task-skillexecutor-performance-testing.md,SkillExecutor パフォーマンステスト - タスク指示書,-,-,497
347,SKILLSCANNER-CACHE-PERFORMANCE,task-skillscanner-cache-performance.md,SkillScanner キャッシュ機能 - タスク指示書,-,-,475
348,SKILLSCANNER-FILE-DELETION-RACE,task-skillscanner-file-deletion-race.md,SkillScanner ファイル削除レースコンディション対策 - タスク指示書,-,-,653
349,SKILLSCANNER-INCREMENTAL-SCAN,task-skillscanner-incremental-scan.md,SkillScanner 増分スキャン機能 - タスク指示書,-,-,476
350,SKILLSCANNER-PAGINATION,task-skillscanner-pagination.md,SkillScanner ページネーション機能 - タスク指示書,-,-,477
